# NumberOfHospitals NumberOfScenarios TimeHorizon
1 50 3
# DemandeScenario_0_Hospital_0_Period_0 DemandeScenario_0_Hospital_1_Period_0 ... DemandeScenario_0_Hospital_0_Period_1 DemandeScenario_0_Hospital_1_Period_1 ...
# DemandeScenario_1_Hospital_0_Period_0 DemandeScenario_1_Hospital_1_Period_0 ... DemandeScenario_1_Hospital_0_Period_1 DemandeScenario_1_Hospital_1_Period_1 ...
# ...
# ...
# ...
214099  139797  49412  
159476  103764  75141  
298934  105511  39654  
397680  63759  5029  
284140  114268  49561  
254296  114006  47592  
371263  53874  30723  
320154  101964  30742  
208095  118446  55844  
206536  79286  71305  
244613  121779  49304  
387637  67200  9486  
273988  103039  59054  
217881  130511  48990  
239235  114908  55697  
169973  109610  63457  
39703  36325  35149  
41995  37337  34315  
417084  44883  5102  
76457  65069  56504  
40865  38643  34923  
161810  111655  67600  
255319  105232  56641  
40564  33845  33518  
301320  100336  40429  
128569  81501  70564  
204041  103155  58666  
338308  84340  26294  
206876  105690  69802  
294785  105570  45991  
237416  139742  49572  
347322  102630  8968  
38745  36098  32507  
213995  138818  54186  
382704  67291  13695  
326062  104614  26511  
294138  110673  40885  
110161  96182  63911  
196393  115374  60771  
283332  114470  40560  
114515  80287  69867  
361768  80436  16295  
304369  96857  31219  
186771  133424  56266  
363238  75620  20932  
303319  88840  58647  
231095  111765  60117  
130697  100910  80169  
111962  84228  70614  
284120  116291  41488  
