# NumberOfHospitals NumberOfScenarios TimeHorizon
1 20 3
# DemandeScenario_0_Hospital_0_Period_0 DemandeScenario_0_Hospital_1_Period_0 ... DemandeScenario_0_Hospital_0_Period_1 DemandeScenario_0_Hospital_1_Period_1 ...
# DemandeScenario_1_Hospital_0_Period_0 DemandeScenario_1_Hospital_1_Period_0 ... DemandeScenario_1_Hospital_0_Period_1 DemandeScenario_1_Hospital_1_Period_1 ...
# ...
# ...
# ...
214099  139797  49412  
159476  103764  75141  
298934  105511  39654  
397680  63759  5029  
284140  114268  49561  
254296  114006  47592  
371263  53874  30723  
320154  101964  30742  
208095  118446  55844  
206536  79286  71305  
244613  121779  49304  
387637  67200  9486  
273988  103039  59054  
217881  130511  48990  
239235  114908  55697  
169973  109610  63457  
39703  36325  35149  
41995  37337  34315  
417084  44883  5102  
76457  65069  56504  
