# NumberOfHospitals NumberOfScenarios TimeHorizon
1 50 3
# DemandeScenario_0_Hospital_0_Period_0 DemandeScenario_0_Hospital_1_Period_0 ... DemandeScenario_0_Hospital_0_Period_1 DemandeScenario_0_Hospital_1_Period_1 ...
# DemandeScenario_1_Hospital_0_Period_0 DemandeScenario_1_Hospital_1_Period_0 ... DemandeScenario_1_Hospital_0_Period_1 DemandeScenario_1_Hospital_1_Period_1 ...
# ...
# ...
# ...
53120  24889  14024  
25253  20208  16027  
28284  19892  12635  
41838  24118  17155  
28360  20367  15188  
75181  19148  8349  
57351  23672  13141  
56643  25916  11548  
78607  19260  6688  
48914  25153  16147  
35072  22593  16976  
56916  24339  11265  
8578  6990  7912  
27639  17446  14596  
8321  8666  7795  
66039  21518  11128  
65141  24842  9824  
67184  24759  8210  
55564  25999  12023  
9460  7505  7475  
88627  8100  4736  
54749  26664  11973  
15992  12951  11178  
33772  23786  16500  
17703  13529  12448  
7313  7668  7707  
49926  21179  18859  
53175  27483  10234  
48388  30997  14024  
15955  15863  11821  
51074  26219  11994  
28588  19359  13355  
34942  22361  15387  
73826  17644  8343  
25845  19129  13457  
47548  28928  14458  
94396  10038  1404  
48454  30001  14648  
78071  22108  4153  
74666  20031  7748  
42222  27936  14441  
17905  14145  12480  
37616  24596  14686  
58344  23246  15225  
44276  25458  14298  
35424  23482  14204  
27749  19731  14097  
72348  21564  7933  
40249  25243  13019  
57081  23319  15548  
