# NumberOfHospitals NumberOfScenarios TimeHorizon
1 300 3
# DemandeScenario_0_Hospital_0_Period_0 DemandeScenario_0_Hospital_1_Period_0 ... DemandeScenario_0_Hospital_0_Period_1 DemandeScenario_0_Hospital_1_Period_1 ...
# DemandeScenario_1_Hospital_0_Period_0 DemandeScenario_1_Hospital_1_Period_0 ... DemandeScenario_1_Hospital_0_Period_1 DemandeScenario_1_Hospital_1_Period_1 ...
# ...
# ...
# ...
53120  24889  14024  
25253  20208  16027  
28284  19892  12635  
41838  24118  17155  
28360  20367  15188  
75181  19148  8349  
57351  23672  13141  
56643  25916  11548  
78607  19260  6688  
48914  25153  16147  
35072  22593  16976  
56916  24339  11265  
8578  6990  7912  
27639  17446  14596  
8321  8666  7795  
66039  21518  11128  
65141  24842  9824  
67184  24759  8210  
55564  25999  12023  
9460  7505  7475  
88627  8100  4736  
54749  26664  11973  
15992  12951  11178  
33772  23786  16500  
17703  13529  12448  
7313  7668  7707  
49926  21179  18859  
53175  27483  10234  
48388  30997  14024  
15955  15863  11821  
51074  26219  11994  
28588  19359  13355  
34942  22361  15387  
73826  17644  8343  
25845  19129  13457  
47548  28928  14458  
94396  10038  1404  
48454  30001  14648  
78071  22108  4153  
74666  20031  7748  
42222  27936  14441  
17905  14145  12480  
37616  24596  14686  
58344  23246  15225  
44276  25458  14298  
35424  23482  14204  
27749  19731  14097  
72348  21564  7933  
40249  25243  13019  
57081  23319  15548  
52321  28942  13244  
75465  19012  8290  
41503  25794  15397  
43601  27887  13003  
44494  25446  16147  
47450  31721  14432  
17670  15477  11330  
18666  12898  11579  
57821  27915  11701  
43885  24506  14084  
18144  15126  12889  
35498  22445  14687  
15777  12849  12875  
45044  24145  16230  
9177  8626  7942  
39149  27896  17162  
9051  8306  7603  
17732  15182  11317  
44339  24950  14705  
85358  13318  5769  
51479  29049  12786  
9329  6892  7784  
31504  26114  16920  
36592  23231  14820  
77675  21860  4566  
71137  26061  7173  
85015  15360  4384  
62968  29559  7798  
57210  23737  13442  
22094  18510  14197  
73498  20841  6844  
75615  20277  6810  
44034  27638  13528  
9371  7845  7581  
80341  19066  4556  
36112  22956  14216  
17799  15453  12993  
58292  29315  10428  
19058  14433  10305  
17338  14832  10840  
72423  23823  6628  
83965  16228  4701  
39746  26282  17141  
8566  8628  7476  
7784  7830  7875  
92555  10434  2431  
59941  25195  12982  
58007  24402  13787  
72559  23352  6485  
59687  24969  10468  
75960  23606  4000  
36866  22233  13875  
