# NumberOfHospitals NumberOfScenarios TimeHorizon
1 200 3
# DemandeScenario_0_Hospital_0_Period_0 DemandeScenario_0_Hospital_1_Period_0 ... DemandeScenario_0_Hospital_0_Period_1 DemandeScenario_0_Hospital_1_Period_1 ...
# DemandeScenario_1_Hospital_0_Period_0 DemandeScenario_1_Hospital_1_Period_0 ... DemandeScenario_1_Hospital_0_Period_1 DemandeScenario_1_Hospital_1_Period_1 ...
# ...
# ...
# ...
53120  24889  14024  
25253  20208  16027  
28284  19892  12635  
41838  24118  17155  
28360  20367  15188  
75181  19148  8349  
57351  23672  13141  
56643  25916  11548  
78607  19260  6688  
48914  25153  16147  
35072  22593  16976  
56916  24339  11265  
8578  6990  7912  
27639  17446  14596  
8321  8666  7795  
66039  21518  11128  
65141  24842  9824  
67184  24759  8210  
55564  25999  12023  
9460  7505  7475  
88627  8100  4736  
54749  26664  11973  
15992  12951  11178  
33772  23786  16500  
17703  13529  12448  
7313  7668  7707  
49926  21179  18859  
53175  27483  10234  
48388  30997  14024  
15955  15863  11821  
51074  26219  11994  
28588  19359  13355  
34942  22361  15387  
73826  17644  8343  
25845  19129  13457  
47548  28928  14458  
94396  10038  1404  
48454  30001  14648  
78071  22108  4153  
74666  20031  7748  
42222  27936  14441  
17905  14145  12480  
37616  24596  14686  
58344  23246  15225  
44276  25458  14298  
35424  23482  14204  
27749  19731  14097  
72348  21564  7933  
40249  25243  13019  
57081  23319  15548  
52321  28942  13244  
75465  19012  8290  
41503  25794  15397  
43601  27887  13003  
44494  25446  16147  
47450  31721  14432  
17670  15477  11330  
18666  12898  11579  
57821  27915  11701  
43885  24506  14084  
18144  15126  12889  
35498  22445  14687  
15777  12849  12875  
45044  24145  16230  
9177  8626  7942  
39149  27896  17162  
9051  8306  7603  
17732  15182  11317  
44339  24950  14705  
85358  13318  5769  
51479  29049  12786  
9329  6892  7784  
31504  26114  16920  
36592  23231  14820  
77675  21860  4566  
71137  26061  7173  
85015  15360  4384  
62968  29559  7798  
57210  23737  13442  
22094  18510  14197  
73498  20841  6844  
75615  20277  6810  
44034  27638  13528  
9371  7845  7581  
80341  19066  4556  
36112  22956  14216  
17799  15453  12993  
58292  29315  10428  
19058  14433  10305  
17338  14832  10840  
72423  23823  6628  
83965  16228  4701  
39746  26282  17141  
8566  8628  7476  
7784  7830  7875  
92555  10434  2431  
59941  25195  12982  
58007  24402  13787  
72559  23352  6485  
59687  24969  10468  
75960  23606  4000  
36866  22233  13875  
74700  19415  7458  
93614  7586  3505  
8731  8122  7701  
37404  18024  17001  
80514  16981  7204  
43252  27127  14839  
51946  26853  14750  
67734  26826  8893  
83862  18124  3214  
69257  23493  7688  
36285  30190  17742  
83019  20727  1656  
37403  20511  14322  
70891  24300  7551  
59733  26819  12185  
43934  24278  16026  
71840  24346  6359  
9502  7086  7857  
50971  28889  13943  
34518  24415  14872  
84240  17020  3964  
25851  21649  14993  
8187  8601  7975  
83454  13765  7842  
37859  28220  17397  
83887  18924  2109  
55381  25421  11903  
66349  21711  10578  
16851  16047  12503  
79050  20320  4610  
44860  23957  15508  
49748  24132  16888  
83255  17132  3270  
44000  23868  17105  
52097  27885  13006  
91071  13459  1261  
17044  15179  11932  
17377  15289  10867  
59636  28449  10772  
65603  23354  10405  
37146  23360  16227  
73395  20398  7645  
44362  25652  15004  
41090  28434  15313  
71433  24492  6451  
18923  13983  11298  
73683  18005  10035  
25816  20517  13361  
7148  6948  7188  
48296  22468  18211  
33988  21057  15943  
64662  23808  10984  
7630  7846  8088  
25502  21372  14632  
69173  20952  11192  
17739  15207  12467  
77754  20639  4841  
9069  8230  6507  
36006  24317  14125  
56096  21922  11767  
26017  21033  15574  
38100  24368  12317  
53964  25820  11054  
55607  26166  11017  
35376  24514  16517  
26748  18433  13889  
66490  23841  9173  
8232  7025  8126  
16669  15468  12887  
37718  27842  17679  
54763  27464  11764  
70967  22968  7826  
67171  25791  7029  
50588  27130  14683  
62400  25641  10911  
32054  26492  15911  
37293  21655  14166  
9305  7578  7336  
35548  24228  16443  
45838  24951  14451  
8277  7241  7307  
48495  28139  16723  
65298  22609  8936  
52771  26230  14374  
27173  20159  15054  
57144  26254  10404  
48433  32484  13775  
42790  25716  14174  
17603  15670  12180  
58571  27137  11294  
56243  31059  10678  
54903  30102  10942  
17262  15702  12845  
18314  14758  12198  
27886  18870  12975  
60595  29596  10054  
16887  14822  11381  
9249  8228  7054  
