# NumberOfHospitals NumberOfScenarios TimeHorizon
1 20 3
# DemandeScenario_0_Hospital_0_Period_0 DemandeScenario_0_Hospital_1_Period_0 ... DemandeScenario_0_Hospital_0_Period_1 DemandeScenario_0_Hospital_1_Period_1 ...
# DemandeScenario_1_Hospital_0_Period_0 DemandeScenario_1_Hospital_1_Period_0 ... DemandeScenario_1_Hospital_0_Period_1 DemandeScenario_1_Hospital_1_Period_1 ...
# ...
# ...
# ...
53120  24889  14024  
25253  20208  16027  
28284  19892  12635  
41838  24118  17155  
28360  20367  15188  
75181  19148  8349  
57351  23672  13141  
56643  25916  11548  
78607  19260  6688  
48914  25153  16147  
35072  22593  16976  
56916  24339  11265  
8578  6990  7912  
27639  17446  14596  
8321  8666  7795  
66039  21518  11128  
65141  24842  9824  
67184  24759  8210  
55564  25999  12023  
9460  7505  7475  
