# NumberOfHospitals NumberOfScenarios TimeHorizon
1 20 3
# DemandeScenario_0_Hospital_0_Period_0 DemandeScenario_0_Hospital_1_Period_0 ... DemandeScenario_0_Hospital_0_Period_1 DemandeScenario_0_Hospital_1_Period_1 ...
# DemandeScenario_1_Hospital_0_Period_0 DemandeScenario_1_Hospital_1_Period_0 ... DemandeScenario_1_Hospital_0_Period_1 DemandeScenario_1_Hospital_1_Period_1 ...
# ...
# ...
# ...
127905  63127  27815  
155591  58225  20839  
87657  54225  34066  
59850  48534  34897  
170175  43176  21658  
87345  47371  36030  
149832  57935  21262  
136263  64778  23179  
84680  52493  36866  
119809  60412  35733  
18785  19449  16546  
154580  56589  17812  
195611  44356  5578  
85927  55842  31590  
40454  33409  31336  
191297  39523  10245  
103953  62323  29758  
41372  34492  27744  
175742  50819  13724  
157344  65363  17776  
